title,year,set,set_B,set_C,era_f,region,imdb_id,imdb_rating,imdb_votes,log_imdb_votes,tspdt_pos,mojo_rank,log_tspdt,log_mojo,lam_z_claude_sonnet_4_6,lam_z_gpt_5_4_nano_2026_03_17,lam_z_gpt_5_4_2026_03_05,lam_z_claude_haiku_4_5,lam_z_mistral_small_3_2_24b_instruct,lam_z_mistral_large_2512,lam_z_qwen_turbo,lam_z_qwen_plus,ensemble_lam_z,cross_model_sd,ensemble_rank,director,country,language,item_label,wiki_n_languages,wiki_revisions,wiki_length_bytes,log_wiki_revisions,log_wiki_length
Vivre sa vie,1962,B,1,0,1960s_70s,Europe,tt0056663,7.8,37694,10.537256209576572,128.0,,-4.852030263919617,,0.9549451429653822,-0.1279600253430898,0.0123807408941499,0.953165533563769,-0.0346975007920068,1.843294932170673,0.5142772054111483,0.893026412961374,0.626054055228925,0.672133034504838,52,"Godard, Jean-Luc",France,French,Vivre sa vie (1962),33,270,15282,5.602118820879701,9.634496378527835
Intolerance,1916,B,1,0,pre1960,North America,tt0006864,7.6,17963,9.796069365768837,129.0,,-4.859812404361672,,-1.16646242011624,-1.1062778671707754,-0.9645085965994752,-1.0449560761323609,-0.8496888199605003,-1.2341988462660127,-1.0284188487788704,-1.1780991062763275,-1.0715763226625703,0.1260779374549456,171,"Griffith, D.W.",USA,Silent,Intolerance (1916),44,998,32692,6.906754778648553,10.394916266691387
Los Olvidados,1950,B,1,0,pre1960,Latin America,tt0042804,8.2,23670,10.071963702508029,135.0,,-4.90527477843843,,-3.946070615842035e-06,-0.3787545094588567,0.1035765341627856,0.7129221728671667,-0.1758117384628478,0.8087582883381381,0.558560806263703,0.1836500883295006,0.2266122119961217,0.4280076117503988,85,"Buñuel, Luis",Mexico,Spanish,Los Olvidados (1950),29,259,18445,5.560681631015528,9.822602823795664
Portrait of a Lady on Fire,2019,B,1,0,2000s_plus,Europe,tt8613070,8.0,127259,11.75397965882726,173.0,,-5.153291594497778,,1.1325183206786875,2.036330566443121,1.9676185485736983,1.1797365078792637,1.8722312617439032,1.7042896013625557,1.888876325752694,1.921463740747985,1.7128831091477383,0.3566755552821516,3,"Sciamma, Céline",France,French,Portrait of a Lady on Fire (2019),38,754,87389,6.626717749249025,11.37813613862159
Ran,1985,B,1,0,1980s_90s,Global Co-production,tt0089881,8.2,151970,11.931438411927653,183.0,,-5.2094861528414205,,1.8601737422416549,0.3897148864760443,1.904146276458728,1.1377427497087194,1.0557306993917646,0.878682182017373,1.3186119964065302,1.7512450914222566,1.287005953015384,0.530973192743726,21,"Kurosawa, Akira",France,Japanese,Ran (1985),45,1599,47569,7.377758908227872,10.769957589426326
The Colour of Pomegranates,1969,B,1,0,1960s_70s,USSR/Russia,tt0063555,7.5,16602,9.71727844901498,185.0,,-5.220355825078324,,0.4490588900132543,-1.1011596123929026,0.0773121457014185,0.171886311786201,1.9024161254168104,1.8786781072854668,1.9051437709638364,1.8367502734091343,0.8900107515229023,1.150442042251412,37,"Parajanov, Sergei",USSR,Armenian,The Colour of Pomegranates (1969),33,550,22149,6.311734809152914,10.005592775473282
The Gleaners & I,2000,B,1,0,2000s_plus,Europe,tt0247380,7.7,10167,9.22690246027516,195.0,,-5.272999558563747,,-0.3961894359020795,-0.683656258369279,1.146126842809828,-0.2177767000753609,-0.0414890951184109,1.839082649418912,0.4473999306542289,0.429873343865787,0.3154214096604532,0.8416280295083299,79,"Varda, Agnès",France,French; English,The Gleaners & I (2000),14,179,18657,5.19295685089021,9.834030287520909
Death in Venice,1971,B,1,0,1960s_70s,Europe,tt0067445,7.3,24890,10.122221395361638,212.0,,-5.356586274672012,,-0.2170378299424336,0.0380176653107851,-0.998068648522333,-0.9414365792468332,-0.7357409595952757,-0.7876968745793325,-0.01351101699481,-0.8875398304505493,-0.5678767592525977,0.4310805587424243,137,"Visconti, Luchino",Italy,English,Death in Venice (1971),38,501,22857,6.218600119691729,10.037056444457544
Solaris,1972,B,1,0,1960s_70s,USSR/Russia,tt0069293,7.9,105275,11.564331253030128,217.0,,-5.37989735354046,,0.5145636622363847,0.0197381839612394,1.8953914803049388,1.1416491458176072,0.2414940018150937,0.4717756681972472,0.0398100534194905,1.6467387578827395,0.7463951192043426,0.7268736000811367,47,"Tarkovsky, Andrei",USSR,Russian; German,Solaris (1972),51,1459,41713,7.286191714702382,10.63859208285658
Kes,1969,B,1,0,1960s_70s,Europe,tt0064541,7.9,25852,10.160143246382786,222.0,,-5.402677381872279,,0.2785886394084811,0.1140603077248952,-0.021908877374857,0.0517646314378999,0.1765965449183433,0.081718285384166,0.333527814176231,1.665739909435379,0.3350109068888173,0.55028784214185,74,"Loach, Ken",UK,English,Kes (1969),25,816,25562,6.705639094860002,10.148901272496063
Where is the Friend's House?,1987,B,1,0,1980s_90s,Middle East,tt0093342,8.1,22857,10.03701269514112,225.0,,-5.41610040220442,,-0.0828714290034917,-1.125288527774303,1.0644154120411309,-0.4980606208880633,0.1871612472038608,1.859301606627365,-0.3451861499108832,1.9095880210275853,0.3711324449154001,1.1218596708532622,68,"Kiarostami, Abbas",Iran,Persian,Where is the Friend's House? (1987),29,161,6929,5.087596335232384,8.84361509218395
"Black God, White Devil",1964,B,1,0,1960s_70s,Latin America,tt0058006,7.1,6293,8.747193183526933,237.0,,-5.468060141135131,,-0.1775771237839213,-1.1172455559805028,-0.6011845562172307,0.1611437224867594,-0.3689948659694537,-0.0884579377869838,-0.6687275602213851,-0.1520369224337966,-0.3766350999883143,0.4047262288593574,127,"Rocha, Glauber",Brazil,Portuguese,"Black God, White Devil (1964)",16,162,11027,5.093750200806762,9.308192772143688
The Crowd,1928,B,1,0,pre1960,North America,tt0018806,8.0,10024,9.212737496575905,241.0,,-5.484796933490655,,-0.8184189917981614,-1.0923854613451207,0.0174877053171935,0.0898519934995564,-0.2452369249105343,-1.0042082080198549,-1.2001307704520416,-0.9643361513091336,-0.6521721011272621,0.522042773324012,144,"Vidor, King",USA,Silent,The Crowd (1928),29,379,15848,5.940171252720432,9.670861685832426
"Ivan the Terrible, Part II",1946,B,1,0,pre1960,USSR/Russia,tt0051790,7.7,8757,9.077608659522223,246.0,,-5.5053315359323625,,-1.1617271353772185,-0.6339360690985146,-0.4231703677568539,-1.087926433330127,-1.1062601611802112,-0.267058726461656,-0.1300943743413317,-1.184432823460541,-0.7493257613758066,0.4370627210775551,150,"Eisenstein, Sergei",USSR,Russian,"Ivan the Terrible, Part II (1946)",30,1617,79479,7.388946097618437,11.283260696665751
Caché,2005,B,1,0,2000s_plus,North America,tt0387898,7.3,90247,11.410305634645402,252.0,,-5.529429087511423,,0.0118342657769378,0.1396515816142592,0.2414645735849626,0.389667894856698,-0.046016824669347,0.2367302906489758,0.3778114150287857,0.4164141948493341,0.2209446739613258,0.1746659901145694,87,"Haneke, Michael",USA,French,Caché (2005),37,746,81378,6.616065185132817,11.306872533448724
The Thin Red Line,1998,B,1,0,1980s_90s,North America,tt0120863,7.6,213014,12.269113170231122,258.0,,-5.552959584921617,,-0.0891851419888536,0.0636089392001491,0.1838288322391849,-0.0537080635020716,-0.7742266607782323,-0.0008424565503522,-0.1779929630185847,-0.7798666383189257,-0.2035480190897108,0.3696570638892199,115,"Malick, Terrence",USA,English,The Thin Red Line (1998),49,1635,65887,7.400009517162692,11.095711609827516
Cinema Paradiso,1988,B,1,0,1980s_90s,Global Co-production,tt0095765,8.5,317474,12.668151204197954,259.0,,-5.556828061699537,,1.8775364529514005,1.8469551396618271,0.7361105562740424,1.359430728888104,1.8918514231312928,1.89889706449392,1.2716171546854516,1.4614775302445049,1.542984506291318,0.4170861871869131,9,"Tornatore, Giuseppe",Italy,Italian,Cinema Paradiso (1988),50,672,27211,6.511745329644728,10.211413331464952
The Green Ray,1986,B,1,0,1980s_90s,Europe,tt0091830,7.6,11923,9.386224586806131,262.0,,-5.568344503761097,,-0.0181558709035315,-0.658064984479915,-0.2626657716040551,-0.8662384541507423,0.0294453345129209,0.7042936760944619,-0.3135550064447727,-0.1100760460883844,-0.1868771403830023,0.4751972657429563,111,"Rohmer, Eric",France,French,The Green Ray (1986),23,163,10606,5.099866427824198,9.26926943950547
Taste of Cherry,1997,B,1,0,1980s_90s,Middle East,tt0120265,7.7,43907,10.689829039654898,278.0,,-5.627621113690637,,-0.2020427616021989,0.1725546480434414,0.2217662822389373,0.0654370178190074,1.3568247145290135,0.9949411859659804,0.2350193959532011,1.0497859132706495,0.486785799527254,0.5627155084319874,64,"Kiarostami, Abbas",Iran,Persian,Taste of Cherry (1997),39,330,14651,5.802118375377063,9.592332123898704
The Ascent,1977,B,1,0,1960s_70s,USSR/Russia,tt0075404,8.2,12273,9.415157006597507,286.0,,-5.655991810819852,,1.0804301885494516,-0.9073971100877184,1.065874544733429,-0.922881197729616,-0.8074300108184301,-0.878682182017373,-0.5178018185402291,0.3617858841354956,-0.1907627127218737,0.8872435006440984,112,"Shepitko, Larisa",USSR,Russian; German,The Ascent (1977),27,285,33548,5.655991810819852,10.420762335696296
"Goodbye, Dragon Inn",2003,B,1,0,2000s_plus,East Asia,tt0377556,7.1,7187,8.880029117468442,288.0,,-5.662960480135946,,-0.6653114519031336,0.1184473832487862,0.0503181908939023,-0.3730559454036525,0.0875511970832671,0.4557689937405549,0.427517497618388,0.0538088860531309,0.0193805939164054,0.3772880871159949,101,Tsai Ming-liang,Taiwan,Mandarin; Taiwanese,"Goodbye, Dragon Inn (2003)",7,182,12124,5.2094861528414205,9.403024715805683
All About My Mother,1999,B,1,0,1980s_90s,Global Co-production,tt0185125,7.8,109645,11.605003153171136,297.0,,-5.6937321388027,,0.4593186736144675,0.0892002130895131,0.8936968870422448,0.7412435446566036,1.388518821385566,1.4397582445519563,0.8721610000562844,1.75520366466239,0.954887631132378,0.5496591632475748,31,"Almodóvar, Pedro",Spain,Spanish; Catalan; English,All About My Mother (1999),52,593,26018,6.386879319362644,10.166582319352566
Happy Together,1997,B,1,0,1980s_90s,East Asia,tt0118845,7.7,38225,10.551245030797263,304.0,,-5.717027701406222,,-0.0797145725108107,-0.0109713447059973,1.1023528620408831,-0.0273398897670787,0.3569511053639637,0.9578730977504823,0.6950265966460654,0.530421104165171,0.4405748698728349,0.4596423825095815,66,Wong Kar-wai,Hong Kong,Cantonese; Spanish; English; Mandarin,Happy Together (1997),23,457,41915,6.1268691841141845,10.643422894594831
Terra em Transe,1967,B,1,0,1960s_70s,Latin America,tt0062352,7.3,3997,8.293299358711323,308.0,,-5.730099782973574,,0.0299861906098535,-0.7567741837674617,-0.3385406716035599,0.0918051915540003,-0.3780503250713258,0.2089292244873523,-0.3551273664288036,-0.110867760736411,-0.2010799626195445,0.3158118068276966,114,"Rocha, Glauber",Brazil,Portuguese,Terra em Transe (1967),12,94,8446,4.553876891600541,9.041566627727496
Amadeus,1984,B,1,0,1980s_90s,North America,tt0086879,8.4,467774,13.055740552280232,320.0,,-5.768320995793772,,1.8672766693501872,1.7913855163592085,1.9457315581892256,1.2539580339481322,1.6971590524410418,0.8668877903124419,0.8649310244068876,1.1725016837147797,1.432478916090238,0.4460635253900841,14,"Forman, Milos",USA,English,Amadeus (1984),63,2382,73152,7.776115477098742,11.200308417227276
High and Low,1963,B,1,0,1960s_70s,East Asia,tt0057565,8.4,71543,11.17805394651583,321.0,,-5.771441123130016,,1.8680658834733568,1.1194317819499089,1.960322885112208,1.2861858018464571,0.5871106908698808,1.502100029278021,0.9986855739207264,1.8644602860900663,1.398295366567578,0.4888304450629375,15,"Kurosawa, Akira",Japan,Japanese,High and Low (1963),34,811,82512,6.699500340161678,11.320711135666592
Videodrome,1983,B,1,0,1980s_90s,North America,tt0086541,7.2,112923,11.63446144949592,324.0,,-5.780743515792329,,-0.0923419984815346,-0.0475303074050887,0.1721557707007996,1.054731832394853,0.3380855655683966,0.5762402804409235,0.6073631418971306,0.0015557192833724,0.3262825005498566,0.3993652066509726,76,"Cronenberg, David",Canada,English,Videodrome (1983),29,1334,42052,7.196686570834349,10.646686006494782
Pyaasa,1957,B,1,0,pre1960,South/SE Asia,tt0050870,8.3,8258,9.018937706446035,330.0,,-5.799092654460526,,0.2706964981767786,0.7333691358475034,0.733192290889446,1.0625446246126284,1.7628111309296148,1.2805339565353853,1.876223868366249,0.9848653121324648,1.0880296021862588,0.5404571558044419,28,"Dutt, Guru",India,Hindi; Urdu,Pyaasa (1957),19,708,37411,6.563855526532128,10.52974678755444
La Belle et la Bête,1946,B,1,0,pre1960,Europe,tt0038348,7.9,29955,10.307451534518025,332.0,,-5.805134968916488,,0.3811864754206132,0.0058457781355847,-0.1488534216047978,1.240285647567025,0.1366016005517413,-0.2148264203398179,0.3886563785028807,-0.0031945686047874,0.2232126837035552,0.4664587391781255,86,"Cocteau, Jean",France,French,La Belle et la Bête (1946),27,589,21981,6.380122536899765,9.997979215628844
The Young Girls of Rochefort,1967,B,1,0,1960s_70s,Europe,tt0062873,7.7,13744,9.528357644224036,338.0,,-5.823045895483019,,0.1531035938244119,-0.8818058361983543,0.2801315899308642,0.3369315473867122,0.2679057575288874,0.6394245217173404,0.1979657707500431,0.2137352449545131,0.1509240237368022,0.4434128592414545,93,"Demy, Jacques",France,French,The Young Girls of Rochefort (1967),29,270,16799,5.602118820879701,9.72913416539135
The Time to Live and the Time to Die,1985,B,1,0,1980s_90s,East Asia,tt0090185,7.5,3916,8.272826003650401,346.0,,-5.846438775057724,,0.0804958944927493,-1.1889011228707218,0.081689543778313,-1.1543351671812203,-1.1002231884456295,0.2839078574687005,-1.2028420113205651,0.2335281111551792,-0.4958350103653993,0.7156184625441483,134,Hou Hsiao-hsien,Taiwan,Mandarin; Hakka; Taiwanese; Minnan,The Time to Live and the Time to Die (1985),10,121,11919,4.804021044733257,9.38597294061934
Underground,1995,B,1,0,1980s_90s,North America,tt0114787,8.0,64185,11.069524817519026,349.0,,-5.855071922202427,,-0.4064492195032927,-0.9658914504062645,-0.304251053334553,-1.3018016202917364,-0.2014688725848189,-0.7481014167127779,-0.369587317727597,-1.1472222350032886,-0.680596648195541,0.4196372790860783,146,"Kusturica, Emir",USA,Serbian; German,Underground (1995),39,683,31749,6.52795791762255,10.365648004320835
The Puppetmaster,1993,B,1,0,1980s_90s,East Asia,tt0107157,7.0,2257,7.721791776817535,360.0,,-5.886104031450156,,-0.6313752446068129,-1.3439111247148694,-0.9842068879455004,-1.2754334465567434,-0.307115895439994,-0.994098729415628,-1.1323497487389478,-0.1045340435521979,-0.8466281401213367,0.4538073224139095,154,Hou Hsiao-hsien,Taiwan,Hokkien,The Puppetmaster (1993),12,115,11607,4.7535901911063645,9.359449794564023
Out 1,1971,B,1,0,1960s_70s,Europe,tt0246135,7.5,1705,7.441320389717617,372.0,,-5.918893854273146,,-1.0267715203151062,-0.1784113938678359,-0.4632965167950535,-0.917021603566284,-0.5342569945786204,0.1777583321243199,-0.9217767079502692,-1.1788908209243545,-0.6303334032341505,0.4659223568497426,142,"Rivette, Jacques",France,French,Out 1 (1971),10,261,29091,5.568344503761097,10.27821850127443
Yojimbo,1961,B,1,0,1960s_70s,East Asia,tt0055630,8.2,143023,11.870760735469652,377.0,,-5.932245187448011,,1.7267965554258833,1.368763907557712,1.691842469729344,1.6563168331635798,1.962785852762625,1.7514671681822804,1.8680901457606784,1.4820621110931975,1.6885156304594129,0.1922838441582905,5,"Kurosawa, Akira",Japan,Japanese,Yojimbo (1961),46,1152,35096,7.050122520269059,10.46587093571571
Stromboli,1950,B,1,0,pre1960,Europe,tt0041931,7.2,8910,9.094929520464854,385.0,,-5.953243334287784,,-0.9588991057224652,-0.1133364402634532,-0.4917496042948678,-1.259807862121192,-1.1779492124033657,-1.1668023222378348,-0.8802043479662384,-1.0807182045690509,-0.8911833874473085,0.3962876055132402,158,"Rossellini, Roberto",Italy,Italian; English,Stromboli (1950),22,207,16406,5.337538079701318,9.705463352014885
The Hour of the Furnaces,1968,B,1,0,1960s_70s,Latin America,tt0063084,7.6,1318,7.183870715062453,394.0,,-5.976350909297934,,-1.0346636615468088,0.3546182822849166,-0.9068728552536972,-0.4638796549352948,-0.307115895439994,-0.118786373599664,-0.0333934500306509,-0.2169575235719814,-0.3408813915116469,0.4568370777434159,124,"Getino, Octavio & Fernando E. Solanas",Argentina,Spanish,The Hour of the Furnaces (1968),15,78,10809,4.3694478524670215,9.288226910633254
Woman in the Dunes,1964,B,1,0,1960s_70s,East Asia,tt0058625,8.4,25476,10.145492111491256,395.0,,-5.978885764901122,,1.8428110315319093,1.2086356509356917,1.4634882033846803,1.4942013946447346,0.0203898754110487,1.6133042939245152,0.7835937983511749,1.742536230293963,1.2711200598097148,0.6046057462469341,22,"Teshigahara, Hiroshi",Japan,Japanese,Woman in the Dunes (1964),27,389,18238,5.966146739123692,9.811317437563998
Day for Night,1973,B,1,0,1960s_70s,Europe,tt0070460,8.0,26378,10.18028560838583,397.0,,-5.98393628068719,,0.6092693570168144,0.0124263914214211,0.1043061005089346,1.0156678713059744,-0.5085998604566493,0.1415327004591741,1.3303607068367995,0.1480229291683016,0.3566232745325963,0.5936399815320826,72,"Truffaut, François",France,French,Day for Night (1973),42,377,23627,5.934894195619588,10.070187728427126
In a Year with 13 Moons,1978,B,1,0,1960s_70s,Europe,tt0077729,7.3,5171,8.550821372396221,399.0,,-5.988961416889863,,-0.058405791185214,-1.205718245712304,-0.4049312091031267,-0.6132993061002546,-1.001367759916859,-0.033698262014089,-1.2326656608743267,-0.3167135692233386,-0.6083499755161891,0.4870025792927476,140,"Fassbinder, Rainer Werner",Germany,German,In a Year with 13 Moons (1978),16,115,8765,4.7535901911063645,9.078635880978757
Nostalghia,1983,B,1,0,1980s_90s,Global Co-production,tt0086022,7.9,33097,10.407197922816517,400.0,,-5.991464547107982,,0.7434357579557563,0.1074796944390587,0.6704495851206247,0.1435649399967641,-0.0331882576083614,1.634365707683321,0.5766357453871946,0.6895557484185264,0.5665373651741106,0.5273781646613244,59,"Tarkovsky, Andrei",USSR,Russian; Italian,Nostalghia (1983),40,470,19589,6.154858094016418,9.882774510938589
Limite,1931,B,1,0,pre1960,Latin America,tt0022080,7.0,3284,8.096817470572319,401.0,,-5.993961427306569,,-1.1996094132893902,-1.1187079144884664,-0.9119798196767408,-0.7881105319729854,-0.6233023424136965,-0.137320417707413,-1.1305422548265984,-0.9690864391972936,-0.8598323916965731,0.3491865309489345,155,"Peixoto, Mario",Brazil,Portuguese,Limite (1931),13,164,11164,5.10594547390058,9.320539164274258
Crimes and Misdemeanors,1989,B,1,0,1980s_90s,North America,tt0097123,7.8,63299,11.055624810219172,410.0,,-6.016157159698353,,1.7252181271795428,0.433585641714954,0.1116017639704255,0.707062578703835,0.7878400342947135,1.7379878633766448,0.265746792463137,1.7290770812775107,0.9372649853725954,0.6918571239906778,34,"Allen, Woody",USA,English,Crimes and Misdemeanors (1989),35,585,29422,6.373319789577012,10.289531960404688
Twenty Years Later,1984,B,1,0,1980s_90s,Latin America,tt0134402,8.3,2163,7.679251425953058,422.0,,-6.045005314036011,,-1.1972417709198797,-1.154535697933576,-1.57442606198011,-2.066478658606531,-1.1002231884456295,-1.3984778735846972,-2.102973979670453,-1.1765156769802745,-1.471359113515144,0.4086967098009763,197,"Coutinho, Eduardo",Brazil,Portuguese,Twenty Years Later (1984),6,50,9597,3.9318256327243257,9.169310022418191
Europa '51,1952,B,1,0,pre1960,Europe,tt0043511,7.4,5424,8.598588829620232,424.0,,-6.049733455231958,,-0.3306846636789491,0.4321232832069903,-0.1707404119892704,-0.0390590780937422,-1.0232517860797163,-0.2982296188246884,-0.0071847883015879,-0.540768814614879,-0.2472244847969804,0.4253181778365389,117,"Rossellini, Roberto",Italy,English; Italian,Europa '51 (1952),20,177,18405,5.181783550292085,9.8204319773988
Scenes from a Marriage,1973,B,1,0,1960s_70s,Europe,tt6725014,8.3,10374,9.247057954911345,427.0,,-6.056784013228624,,0.5098283774973633,-0.0614227132307434,0.1028469678166365,0.612332473063305,0.1660318426328258,0.1406902439088219,0.1112060629572828,1.2999677420470694,0.3601851245865701,0.4409410270047726,70,"Bergman, Ingmar",Sweden,Swedish,Scenes from a Marriage (1973),26,371,38386,5.918893854273146,10.555474139590984
Days of Being Wild,1990,B,1,0,1980s_90s,East Asia,tt0101258,7.4,28473,10.256711548798602,435.0,,-6.075346031088684,,0.0789174662464088,-0.0548420999449069,0.7704001745430494,0.4453340394083498,0.0083159299418858,0.5627609756352878,-0.4979193855043883,0.9975327465008912,0.2888124808533222,0.4918678147654672,83,Wong Kar-wai,Hong Kong,Cantonese,Days of Being Wild (1990),16,320,19020,5.771441123130016,9.85329891095284
If….,1968,B,1,0,1960s_70s,Europe,tt0063850,7.4,26485,10.184333813978627,441.0,,-6.089044875446846,,-0.007106873179148,-1.1179767352344847,-0.0693306898745475,0.1836055001128645,0.0671764141040548,0.081718285384166,-1.2109757339261369,-0.2185409528680347,-0.2864288481851583,0.5551732363914025,121,"Anderson, Lindsay",UK,English,If…. (1968),29,910,25029,6.814542897259958,10.12783038442582
Shadows of Forgotten Ancestors,1965,B,1,0,1960s_70s,USSR/Russia,tt0058642,7.8,9606,9.17014318222477,445.0,,-6.09807428216624,,0.543764584793684,0.4445533305246814,0.338496897622791,0.3623231220944832,0.0732133868386362,0.8921614868230086,0.7076790540325096,1.356179482056961,0.5897964180983444,0.3959855720854965,55,"Parajanov, Sergei",USSR,Ukrainian,Shadows of Forgotten Ancestors (1965),35,663,67770,6.498282149476434,11.123889653812942
The Wind,1928,B,1,0,pre1960,North America,tt0019585,8.0,7806,8.96264794774056,458.0,,-6.1268691841141845,,-0.0292048686279149,-1.0850736688053024,0.00435551108651,-0.6689654506519064,-1.0609828656708504,-0.2973871622743362,-1.1811520843723755,-0.950085287644654,-0.6585619846201037,0.4881519817175637,145,"Sjöström, Victor",USA,Silent,The Wind (1928),21,303,22072,5.717027701406222,10.00211042114121
Koyaanisqatsi,1982,B,1,0,1980s_90s,North America,tt0085809,8.2,44625,10.70604951908194,468.0,,-6.148468295917646,,0.0868096074781112,1.0558191868534896,0.6252164716593814,0.5019767829872235,-0.1380806588717138,0.9907289032142192,1.0773115591079154,-0.0269460080455867,0.52160448054788,0.5000761125076723,62,"Reggio, Godfrey",USA,Experimental,Koyaanisqatsi (1982),37,1497,49877,7.311886164077165,10.817335302759142
Oldboy,2003,B,1,0,2000s_plus,East Asia,tt0364569,8.3,718225,13.484538169413629,480.0,,-6.173786103901937,,0.1586280926866036,1.3241619730648206,0.1801810005084395,0.5273683576949945,1.132702101757678,0.7405193077596077,1.859956423155108,0.3863290382243216,0.7887307868564466,0.6038508881176391,43,Park Chan-wook,South Korea,Korean,Oldboy (2003),51,2416,56259,7.790282380703482,10.937739082043848
Withnail & I,1987,B,1,0,1980s_90s,Europe,tt0094336,7.5,52113,10.861169716770032,485.0,,-6.184148890937483,,0.8073621019325462,0.0336305897868941,0.158294010123967,1.5938144954213744,0.8512282480078185,1.859301606627365,1.0212792478250912,1.2310885676687513,0.944499858424226,0.6349137981143752,33,"Robinson, Bruce",UK,English,Withnail & I (1987),20,1573,46788,7.361375428977347,10.753403411543822
La Région centrale,1971,B,1,0,1960s_70s,North America,tt0130232,6.2,652,6.480044561926653,488.0,,-6.190315405853147,,-1.1696192766089208,-0.5440010208587498,-0.5501149119867946,-0.5664225527936007,-0.1161966327088561,0.1027796991429717,-0.4563470255203573,-0.447346486147735,-0.4684085259352554,0.3712126307584152,133,"Snow, Michael",Canada,Experimental,La Région centrale (1971),5,78,9763,4.3694478524670215,9.186457431512853
Senso,1954,B,1,0,pre1960,Europe,tt0047469,7.4,10036,9.213933907486313,491.0,,-6.19644412779452,,-0.0347293674901066,-0.0782398360723254,-0.1065385735281509,0.0703200129551172,-0.4806788615592102,-0.7919091573310936,-0.6858987523887022,-0.0182371469172936,-0.2657389602914707,0.3354415823364641,119,"Visconti, Luchino",Italy,Italian; German,Senso (1954),28,291,19039,5.676753802268282,9.854297308345355
The Death of Mr. Lazarescu,2005,B,1,0,2000s_plus,Europe,tt0456149,7.8,16943,9.737610048158103,493.0,,-6.20050917404269,,-0.0686655747864272,0.2032641767106782,0.0773121457014185,-0.1044912129176136,0.1350923573680959,0.7059785891951664,0.6823741392596212,0.8605661123922816,0.3114288416154026,0.379828475231127,80,"Puiu, Cristi",Romania,Romanian,The Death of Mr. Lazarescu (2005),21,226,21908,5.424950017481402,9.99465279028822
Zama,2017,B,1,0,2000s_plus,North America,tt3409848,6.7,7741,8.954286157204713,496.0,,-6.206575926724927,,-1.148310495283324,-0.3568191318394019,0.1648601072393087,-0.4541136646630752,-0.4942620502120183,-0.01516421790634,0.0416175473318396,-0.6064811304010905,-0.3585841294667626,0.4250631294519934,126,"Martel, Lucrecia",USA,Spanish,Zama (2017),19,157,16703,5.062595033026967,9.723403490682363
Reservoir Dogs,1992,B,1,0,1980s_90s,North America,tt0105236,8.3,1170371,13.97283135052735,499.0,,-6.212606095751519,,0.1625741633024549,1.0002495635508708,0.0911739062782511,0.1777459059495328,0.8036870877229897,0.2544218782063726,0.3082228994033426,0.287364707220991,0.3856800139543507,0.3305982690884509,67,"Tarantino, Quentin",USA,English,Reservoir Dogs (1992),61,5134,62846,8.543835122362658,11.048458480182257
Raise the Red Lantern,1991,B,1,0,1980s_90s,Global Co-production,tt0101640,8.1,37953,10.54410383108278,500.0,,-6.214608098422191,,0.2225544366633936,0.7999064479598498,0.1444322495471343,0.6709284146966225,0.2588502984270153,0.6680680444293161,1.7045119466930785,1.4781035378530645,0.7434194220336843,0.5784803185544781,48,Zhang Yimou,China,Mandarin,Raise the Red Lantern (1991),25,583,42443,6.369900982828227,10.65594083899348
Incredibles 2,2018,C,0,1,2000s_plus,North America,tt3606756,7.5,370349,12.82220108328928,,28.0,,-3.332204510175204,-0.676360449627517,-0.0453367696431432,-1.0133895417914638,-0.8183851018168662,-0.1924134134829467,-0.5324325398226076,0.0904198829652673,-0.1092843314403577,-0.4121477830824543,0.4031892872506488,128,Brad Bird,USA,English,Incredibles 2 (2018),53,4817,113704,8.480114183174816,11.64136265414553
Joker,2019,C,0,1,2000s_plus,North America,tt7286456,8.3,1692457,14.341691877241985,,42.0,,-3.737669618283368,-0.3954002217789092,-0.0555732791988888,-1.0396539302528307,-0.360360158049767,-0.2218436555640312,-0.5644458887359922,1.0285092234744877,-0.565311968703705,-0.2717599848512046,0.6005431067636852,120,Todd Phillips,USA,English,Joker (2019),67,5806,209007,8.66681936537205,12.250127807726344
Oppenheimer,2023,C,0,1,2000s_plus,North America,tt15398776,8.2,1028705,13.843811287610857,,62.0,,-4.127134385045092,0.1128536735427293,0.6083374834166109,0.00435551108651,0.5898706954371998,0.076231873205927,0.1507997225130486,1.113461437354899,-0.0942417531278515,0.3202085804286341,0.411918561411062,77,Christopher Nolan,USA,English,Oppenheimer (2023),73,6406,242815,8.765146421639022,12.40005923385463
The Secret Life of Pets,2016,C,0,1,2000s_plus,North America,tt2709768,6.5,235753,12.37053992575938,,90.0,,-4.499809670330265,-1.1775114178406234,-1.133331499568103,-1.1651393417904734,-0.8437766765246372,-1.1190887282411963,-1.275479217233272,-0.6840912584763531,-1.1559310961315816,-1.06929365447578,0.1988305814628871,170,Yarrow Cheney; Chris Renaud,USA,English,The Secret Life of Pets (2016),53,3527,74559,8.168486417126681,11.219359449359471
Inside Out,2015,C,0,1,2000s_plus,North America,tt2096673,8.1,914444,13.726071509290184,,98.0,,-4.584967478670571,0.5800684344595152,0.8174547500554137,0.1174382947396182,0.9853933014620936,0.158485626714599,0.4945219950567573,1.8843575909718209,1.0584947743989428,0.762026845982345,0.5713278358666899,45,Ronnie del Carmen; Pete Docter,USA,English,Inside Out (2015),75,9288,176088,9.13658618338752,12.078744828024506
